NUMMER;BILDNR;FOTOGRAF;COPYRIGHT;
06456;0006;Arpad Boa;© Büro ADB;
06457;0001;Arpad Boa;© Büro ADB;
06457;0002;Arpad Boa;© Büro ADB;
06457;0003;Arpad Boa;© Büro ADB;
06457;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06457;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06457;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06464;0001;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06464;0002;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06467;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06467;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06481;0002;Benno Furrer;;
06484;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06489;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06502;0002;;© Büro ADB;
06502;0003;;© Büro ADB;
06502;0004;;© Büro ADB;
06502;0012;;© Büro ADB;
06505;0001;;© Büro ADB;
06505;0002;;© Büro ADB;
06505;0005;;© Büro ADB;
06505;0007;;© Büro ADB;
06513;0001;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06513;0002;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06513;0003;Patrick Schüpbach, Zollbrück;;
06513;0005;Patrick Schüpbach, Zollbrück;;
06516;0001;;© Büro ADB;
06516;0003;;© Büro ADB;
06516;0007;;© Büro ADB;
06516;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06521;0006;;© Büro ADB;
06521;0007;;© Büro ADB;
06521;0008;;© Büro ADB;
06525;0001;;© Büro ADB;
06525;0002;;© Büro ADB;
06525;0009;;© Büro ADB;
06525;0011;;© Büro ADB;
06528;0003;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06532;0002;;© Büro ADB;
06532;0004;;© Büro ADB;
06532;0005;;© Büro ADB;
06532;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06534;0001;;© Büro ADB;
06534;0005;;© Büro ADB;
06534;0007;;© Büro ADB;
06534;0009;;© Büro ADB;
06544;0008;Th. Bitterli;;
06544;0009;Th. Bitterli;;
06544;0013;Th. Bitterli;;
06544;0015;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06544;0016;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06544;0018;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06544;0019;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06544;0020;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06544;0024;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06564;0009;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
06564;0013;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06566;0001;;© Büro ADB;
06566;0011;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
06568;0004;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
06568;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06586;0002;;© Büro ADB;
06586;0003;;© Büro ADB;
06586;0004;;© Büro ADB;
06586;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06603;0001;J.M. Biner;© PBC VS;
06603;0003;J.M. Biner;© PBC VS;
06603;0008;J.M. Biner;© PBC VS;
06603;0011;J.M. Biner;© PBC VS;
06604;0002;Lea Brägger ;© Fachbereich Kulturgüterschutz, BABS;
06604;0003;Lea Brägger;© Fachbereich Kulturgüterschutz, BABS;
06629;0001;;© PBC VS;
06629;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06629;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06648;0002;;© PBC VS;
06648;0003;;© PBC VS;
06649;0009;;© PBC VS;
06649;0010;;© PBC VS;
06649;0013;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06649;0015;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06649;0018;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06660;0002;;© PBC VS;
06660;0003;;© PBC VS;
06660;0004;;© PBC VS;
06661;0001;;© PBC VS;
06661;0002;;© PBC VS;
06661;0003;;© PBC VS;
06661;0004;;© PBC VS;
06661;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06661;0012;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06661;0014;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06715;0002;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06801;0001;Siegfried Möri;© Büro ADB;
06801;0004;Siegfried Möri;© Büro ADB;
06801;0008;Siegfried Möri;© Büro ADB;
06801;0009;Siegfried Möri;© Büro ADB;
06801;0013;Siegfried Möri;© Büro ADB;
06801;0015;Uschy Sumi, Burgdorf; ;
06801;0016;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06802;0001;Siegfried Möri;© Büro ADB;
06802;0003;Siegfried Möri;© Büro ADB;
06802;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06803;0001;;© Büro ADB;
06803;0006;;© Büro ADB;
06803;0008;;© Büro ADB;
06803;0012;;© Büro ADB;
06803;0013;;© Büro ADB;
06803;0014;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06804;0002;;© PBC VS;
06804;0004;;© Büro ADB;
06832;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06832;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06878;0001;Siegfried Möri;© Büro ADB;
06878;0004;Siegfried Möri;© Büro ADB;
06878;0007;Siegfried Möri;© Büro ADB;
06878;0009;Siegfried Möri;© Büro ADB;
06878;0010;Siegfried Möri;© Büro ADB;
06878;0016;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06878;0017;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06878;0018;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06888;0001;;© PBC VS;
06936;0001;;© PBC VS;
06936;0002;;© Büro ADB;
06936;0008;;© PBC VS;
06936;0010;;© PBC VS;
06936;0013;;© Büro ADB;
06936;0016;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06939;0001;;© Büro ADB;
06939;0003;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06939;0004;;© Büro ADB;
06948;0002;Siegfried Möri;© Büro ADB;
06948;0006;Siegfried Möri;© Büro ADB;
06948;0007;Siegfried Möri;© Büro ADB;
06948;0008;Siegfried Möri;© Büro ADB;
06948;0009;Siegfried Möri;© Büro ADB;
06948;0014;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06948;0015;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06948;0016;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06948;0017;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06967;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06967;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
06980;0001;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06980;0002;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06980;0003;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06980;0005;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06980;0006;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
06980;0010;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
07030;0006;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
07030;0007;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
07030;0008;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
07030;0009;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
07030;0010;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
07035;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
07035;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
07037;0004;;© Büro ADB;
07037;0005;;© Büro ADB;
07037;0011;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
07037;0012;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
07037;0013;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
07037;0016;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
07038;0003;;© Büro ADB  ;
07038;0005;;© Büro ADB ;
07040;0002;;© Büro ADB ;
07040;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
07041;0001;Arpad Boa;© Büro ADB;
07041;0002;Arpad Boa;© Büro ADB;
07041;0003;Arpad Boa;© Büro ADB ;
07041;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
07041;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
07042;0002;;© PBC VS ;
07044;0002;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
07044;0004;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
07086;0001;;© Kt. Denkmalpflege Wallis;
07106;0001;;© PBC VS;
07106;0002;;© PBC VS;
07106;0003;;© PBC VS ;
07114;0004;;© PBC VS ;
07114;0007;;© PBC VS;
07114;0008;;© PBC VS ;
07114;0011;;© Büro ADB;
07114;0016;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
07114;0017;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
07117;0005;;© PBC VS;
07117;0007;Thomas Bitterli ;;
07117;0009;Thomas Bitterli;;
07117;0010;Thomas Bitterli ;;
07117;0012;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
07117;0013;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
07118;0005;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
07118;0006;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
07244;0001;;© Kt. Denkmalpflege Zug;
07244;0004;;© ISOS, Bundesamt für Kultur;
07244;0005;;© Kt. Denkmalpflege Zug;
07244;0008;;© Kt. Denkmalpflege Zug;
07325;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
07326;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
07330;0001;;© Kt. Denkmalpflege Zug;
07433;0001;;© HOBIM;
07433;0011;;© HOBIM;
07466;0001;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
07466;0005;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
07472;0001;;© Archiv Bauernhausforschung Zug;
07472;0002;;© Archiv Bauernhausforschung Zug;
07500;0001;;© Kt. Denkmalpflege Zürich;
07500;0002;;© Kt. Denkmalpflege Zürich;
07500;0003;;© Kt. Denkmalpflege Zürich;
07501;0002;;© Kt. Denkmalpflege Zürich;
07501;0005;;© Kt. Denkmalpflege Zürich;
07501;0008;;© Kt. Denkmalpflege Zürich;
07509;0002;;© Kt. Denkmalpflege Zürich ;
07518;0001;;© Kt. Denkmalpflege Zürich;
07518;0002;;© Kt. Denkmalpflege Zürich;
07518;0004;;© Kt. Denkmalpflege Zürich;
07518;0005;;© Kt. Denkmalpflege Zürich;
07584;0008;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
07584;0009;H. Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
07605;0003;Markus Fischer, Zürich;;
07605;0004;Markus Fischer, Zürich;;
07674;0001;Markus Fischer, Zürich;;
07674;0002;Markus Fischer, Zürich;;
07760;0001;;© Büro ADB;
07760;0003;;© Büro ADB;
07760;0006;;© Büro ADB;
07761;0001;Siegfried Möri;© Büro ADB;
07761;0010;Stephan Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
07761;0012;Stephan Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
07762;0003;;© Büro ADB;
07762;0009;;© Büro ADB;
07764;0003;Siegfried Möri;© Büro ADB;
07764;0004;Siegfried Möri;© Büro ADB;
07764;0007;Siegfried Möri;© Büro ADB;
07764;0010;Stephan Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
07765;0002;Siegfried Möri;© Büro ADB;
07765;0006;Siegfried Möri;© Büro ADB;
07765;0007;Siegfried Möri;© Büro ADB;
07766;0001;Thomas Bitterli;;
07766;0003;Thomas Bitterli;;
07766;0004;Thomas Bitterli;;
07766;0007;Thomas Bitterli;;
07768;0005;Siegfried Möri;© Büro ADB;
07768;0009;Siegfried Möri;© Büro ADB;
07768;0013;Stephan Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
07769;0003;Siegfried Möri;© Büro ADB;
07769;0007;Stephan Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
07769;0008;Stephan Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
07770;0002;Markus Fischer, Zürich;;
07770;0003;Markus Fischer, Zürich;;
07770;0004;Markus Fischer, Zürich;;
07770;0005;Markus Fischer, Zürich;;
07771;0003;Siegfried Möri;© Büro ADB;
07771;0005;Siegfried Möri;© Büro ADB;
07771;0010;Stephan Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
07772;0001;Siegfried Möri;© Büro ADB;
07772;0002;Siegfried Möri;© Büro ADB;
07772;0003;Siegfried Möri;© Büro ADB;
07774;0001;;© Büro ADB;
07774;0002;;© Büro ADB;
07774;0005;;© Büro ADB;
07774;0015;;© Büro ADB;
07781;0001;;© Büro ADB;
07793;0001;;© Büro ADB;
07793;0003;;© Büro ADB;
07793;0004;;© Büro ADB;
07848;0001;Markus Fischer, Zürich;;
07848;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07848;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07849;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07849;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07849;0008;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07849;0009;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07850;0008;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07850;0009;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07850;0010;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07850;0011;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07850;0012;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07850;0013;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07850;0014;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07850;0015;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07850;0016;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07852;0009;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07852;0010;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07852;0011;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07852;0012;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07852;0013;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07852;0014;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07852;0015;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07852;0016;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07852;0017;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07852;0018;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07852;0019;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07852;0020;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07853;0004;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07853;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07853;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07853;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07853;0008;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07853;0009;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07853;0010;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07853;0011;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07853;0012;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07853;0013;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07853;0014;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07854;0002;;© Kt. Denkmalpflege Zürich;
07854;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07854;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07854;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07857;0004;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07857;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07857;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07857;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07857;0008;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07857;0009;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07858;0004;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07858;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07858;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07860;0004;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07860;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07860;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07861;0002;;© Kt. Denkmalpflege Zürich;
07861;0003;;© Kt. Denkmalpflege Zürich;
07861;0009;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07861;0010;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07861;0011;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07861;0012;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07862;0009;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07862;0010;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07862;0011;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07862;0012;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07862;0013;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07862;0014;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07862;0015;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07863;0004;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07863;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07863;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07863;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07863;0008;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07863;0009;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07863;0010;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07863;0011;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07863;0012;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07863;0013;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07863;0014;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07863;0015;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07863;0016;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07863;0017;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07863;0018;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07863;0019;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07863;0020;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07863;0021;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07863;0022;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07864;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07864;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07864;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07864;0008;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07864;0009;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07864;0010;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07864;0011;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07864;0012;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07864;0013;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07864;0014;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07864;0015;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07864;0016;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07864;0017;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07864;0018;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07864;0019;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07864;0020;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07864;0021;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07865;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07865;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07865;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07865;0008;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07866;0003;Markus Fischer, Zürich;;
07866;0004;Markus Fischer;;
07866;0010;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07866;0011;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07866;0012;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07866;0013;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07866;0014;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07866;0015;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07867;0010;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07867;0011;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07867;0012;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07867;0013;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07867;0014;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07867;0015;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07867;0016;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07867;0017;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07868;0004;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07868;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07868;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07868;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07868;0008;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07869;0003;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07869;0004;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07869;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07870;0002;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07870;0003;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07870;0004;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07870;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07871;0003;Markus Fischer;;
07871;0004;Markus Fischer;;
07871;0007;Markus Fischer;;
07871;0008;Markus Fischer;;
07871;0010;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07871;0011;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07871;0012;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07871;0013;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07871;0014;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07872;0006;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07872;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07873;0007;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07873;0008;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07873;0009;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07873;0010;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07873;0011;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07873;0012;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07874;0002;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07875;0010;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07875;0011;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07875;0012;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07875;0013;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07875;0014;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07876;0004;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
07876;0005;Samuel Bauhofer;© BABS, Fachbereich Kulturgüterschutz;
