NUMMER;BILDNR;FOTOGRAF;COPYRIGHT;
01142;0010;G.Howald;© Kt. Denkmalpflege Bern;
01142;0011;G.Howald;© Kt. Denkmalpflege Bern;
01142;0014;G. Howald;© Kt. Denkmalpflege Bern;
01160;0009;DAm;© Kt. Denkmalpflege Bern;
01160;0010;AvK;© Kt. Denkmalpflege Bern;
01160;0012;;© Kt. Denkmalpflege Bern;
01160;0014;;© Kt. Denkmalpflege Bern;
01160;0017;;© Kt. Denkmalpflege Bern;
01165;0008;;© Kt. Denkmalpflege Bern;
01165;0011;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
01165;0013;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
01165;0014;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
01175;0008;H.von Fischer;© Kt. Denkmalpflege Bern;
01175;0009;H. von Fischer;© Kt. Denkmalpflege Bern;
01175;0010;H. von Fischer;© Kt. Denkmalpflege Bern;
01175;0012;H. von Fischer;© Kt. Denkmalpflege Bern;
01175;0013;H. von Fischer;© Kt. Denkmalpflege Bern;
01178;0011;LWD;© Kt. Denkmalpflege Bern;
01178;0012;HZ;© Kt. Denkmalpflege Bern;
01178;0013;HZ;© Kt. Denkmalpflege Bern;
01178;0016;G. Howald;© Kt. Denkmalpflege Bern;
01178;0017;R. von Siebenthal;© Kt. Denkmalpflege Bern;
01178;0018;P. Friedli;© Kt. Denkmalpflege Bern;
01185;0005;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
01185;0006;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
01185;0008;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
01186;0008;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
01186;0009;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
01186;0010;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
01186;0012;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
01186;0013;S. Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
01192;0001;J. Schweizer;© Kt. Denkmalpflege Bern;
01192;0007;J. Schweizer;© Kt. Denkmalpflege Bern;
01192;0012;J. Schweizer;© Kt. Denkmalpflege Bern;
01192;0017;J. Schweizer;© Kt. Denkmalpflege Bern;
01196;0001;;© Kt. Denkmalpflege Bern;
01196;0005;S. Stumpf;© Kt. Denkmalpflege Bern;
01196;0006;DAm und U. Zumbrunn;© Kt. Denkmalpflege Bern;
01196;0007;DAm und U. Zumbrunn;© Kt. Denkmalpflege Bern;
01196;0011;DAm und U. Zumbrunn;© Kt. Denkmalpflege Bern;
01198;0004;W. Studer;© Kt. Denkmalpflege Bern;
01198;0005;W. Studer;© Kt. Denkmalpflege Bern;
01198;0006;J. Gfeller und M. Buchsee;© Kt. Denkmalpflege Bern;
01200;0006;;© Kt. Denkmalpflege Bern;
01200;0007;;© Kt. Denkmalpflege Bern;
01200;0008;Zwahlen;© Kt. Denkmalpflege Bern;
01200;0009;Gyger;© Kt. Denkmalpflege Bern;
01200;0013;;© Kt. Denkmalpflege Bern;
01203;0001;G. Howald;© Kt. Denkmalpflege Bern;
01203;0006;G. Howald;© Kt. Denkmalpflege Bern;
01203;0009;G. Howald;© Kt. Denkmalpflege Bern;
01203;0010;G. Howald;© Kt. Denkmalpflege Bern;
01203;0012;G. Howald;© Kt. Denkmalpflege Bern;
01203;0016;G. Howald;© Kt. Denkmalpflege Bern;
01211;0004;M. Hesse;© Kt. Denkmalpflege Bern;
01211;0005;BBL;© Kt. Denkmalpflege Bern;
01211;0006;A. Schätzle;© Kt. Denkmalpflege Bern;
01211;0009;Th. Bitterli;;
01211;0010;Th. Bitterli;;
01229;0001;G. Howald;© Kt. Denkmalpflege Bern;
01229;0002;H. von Fischer;© Kt. Denkmalpflege Bern;
01230;0005;;© Kt. Denkmalpflege Bern;
01230;0006;;© Kt. Denkmalpflege Bern;
01230;0009;;© Archiv Bauernhausforschung Zug;
01233;0004;;© Kt. Denkmalpflege Bern;
01233;0005;;© Kt. Denkmalpflege Bern;
01233;0006;;© Kt. Denkmalpflege Bern;
01236;0001;M. Hesse;© Kt. Denkmalpflege Bern;
01236;0002;M. Hesse;© Kt. Denkmalpflege Bern;
01236;0004;M. Hesse;© Kt. Denkmalpflege Bern;
01236;0006;H. Heiniger;© Kt. Denkmalpflege Bern;
01237;0009;M. Hesse;© Kt. Denkmalpflege Bern;
01237;0010;;© Kt. Denkmalpflege Bern;
01237;0015;W. Studer;© Kt. Denkmalpflege Bern;
01237;0016;W. Studer;© Kt. Denkmalpflege Bern;
01237;0017;A. Eymann;© Kt. Denkmalpflege Bern;
01237;0023;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01250;0004;M. Hesse;© Kt. Denkmalpflege Bern;
01250;0007;M. Hesse;© Kt. Denkmalpflege Bern;
01250;0010;M. Hesse;© Kt. Denkmalpflege Bern;
01250;0011;M. Hesse;© Kt. Denkmalpflege Bern;
01250;0014;M. Hesse;© Kt. Denkmalpflege Bern;
01261;0008;G. Howald;© Kt. Denkmalpflege Bern;
01261;0016;G. Howald;© Kt. Denkmalpflege Bern;
01261;0017;G. Howald;© Kt. Denkmalpflege Bern;
01261;0018;H. Studer;© Kt. Denkmalpflege Bern;
01261;0022;G. Howald;© Kt. Denkmalpflege Bern;
01262;0001;J. Schweizer;© Kt. Denkmalpflege Bern;
01262;0002;;© Kt. Denkmalpflege Bern;
01262;0003;;© Kt. Denkmalpflege Bern;
01262;0006;;© Kt. Denkmalpflege Bern;
01263;0009;G. Howald und HPW;© Kt. Denkmalpflege Bern;
01263;0010;;© Kt. Denkmalpflege Bern;
01263;0011;;© Kt. Denkmalpflege Bern;
01263;0013;M. Beyeler und J. Schweizer;© Kt. Denkmalpflege Bern;
01263;0014;M. Beyeler und J. Schweizer;© Kt. Denkmalpflege Bern;
01264;0009;J. Schweizer;© Kt. Denkmalpflege Bern;
01264;0010;I. Krebs und J. Schweizer;© Kt. Denkmalpflege Bern;
01264;0014;;© Kt. Denkmalpflege Bern;
01264;0016;J. Schweizer;© Kt. Denkmalpflege Bern;
01265;0008;;© Kt. Denkmalpflege Bern;
01265;0012;;© Kt. Denkmalpflege Bern;
01265;0013;G. Howald;© Kt. Denkmalpflege Bern;
01265;0014;G. Howald;© Kt. Denkmalpflege Bern;
01265;0017;G. Howald;© Kt. Denkmalpflege Bern;
01265;0020;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01269;0004;J. Schweizer;© Kt. Denkmalpflege Bern;
01269;0005;D. Uldry und J. Schweizer;© Kt. Denkmalpflege Bern;
01269;0008;Uldry D u J Schweizer;© Kt. Denkmalpflege Bern;
01269;0010;Uldry D u J Schweizer;© Kt. Denkmalpflege Bern;
01269;0014;D. Uldry und J. Schweizer;© Kt. Denkmalpflege Bern;
01269;0015;D. Uldry und J. Schweizer;© Kt. Denkmalpflege Bern;
01271;0001;HW;© Kt. Denkmalpflege Bern;
01271;0005;H. von Fischer;© Kt. Denkmalpflege Bern;
01271;0006;H. von Fischer;© Kt. Denkmalpflege Bern;
01271;0008;G. Howald;© Kt. Denkmalpflege Bern;
01271;0011;G. Stribrsky;© Kt. Denkmalpflege Bern;
01272;0008;;© Kt. Denkmalpflege Bern;
01272;0009;J. Schweizer;© Kt. Denkmalpflege Bern;
01272;0011;Ch. Helmie;© Kt. Denkmalpflege Bern;
01272;0012;J. Schweizer;© Kt. Denkmalpflege Bern;
01273;0004;;© HOBIM;
01273;0008;;© HOBIM;
01273;0011;;© HOBIM;
01273;0012;;© HOBIM;
01273;0013;;© HOBIM;
01277;0008;;© Kt. Denkmalpflege Bern;
01277;0014;M. Hesse;© Kt. Denkmalpflege Bern;
01277;0015;M. Hesse;© Kt. Denkmalpflege Bern;
01279;0009;M. Hesse;© Kt. Denkmalpflege Bern;
01279;0012;F. Hauswirth;© Kt. Denkmalpflege Bern;
01281;0009;R. von Siebenthal;© Kt. Denkmalpflege Bern;
01281;0011;M. Hesse;© Kt. Denkmalpflege Bern;
01281;0012;M. Hesse;© Kt. Denkmalpflege Bern;
01281;0013;M. Hesse;© Kt. Denkmalpflege Bern;
01281;0016;Hiltbrunner und Rothen;© Kt. Denkmalpflege Bern;
01281;0017;Hiltbrunner und Rothen;© Kt. Denkmalpflege Bern;
01281;0019;Hiltbrunner und Rothen;© Kt. Denkmalpflege Bern;
01281;0021;M. Hesse;© Kt. Denkmalpflege Bern;
01283;0003;J. Schweizer;© Kt. Denkmalpflege Bern;
01283;0010;;© Kt. Denkmalpflege Bern;
01283;0022;M. Hesse;© Kt. Denkmalpflege Bern;
01283;0024;M. Hesse;© Kt. Denkmalpflege Bern;
01291;0002;G. Howald;© Kt. Denkmalpflege Bern;
01291;0008;J. Gfeller;© Kt. Denkmalpflege Bern;
01291;0012;Ch. Moser;© Kt. Denkmalpflege Bern;
01291;0013;Ch . Moser;© Kt. Denkmalpflege Bern;
01291;0015;G. Howald;© Kt. Denkmalpflege Bern;
01291;0018;;© Kt. Denkmalpflege Bern;
01294;0001;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01294;0002;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01294;0003;H. von Fischer;© Kt. Denkmalpflege Bern;
01294;0007;H. von Fischer;© Kt. Denkmalpflege Bern;
01297;0009;;© Kt. Denkmalpflege Bern;
01297;0017;;© Kt. Denkmalpflege Bern;
01297;0018;H. von Fischer;© Kt. Denkmalpflege Bern;
01297;0023;;© Kt. Denkmalpflege Bern;
01307;0005;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01307;0006;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01307;0007;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01307;0008;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01307;0009;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01307;0010;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01307;0011;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01307;0012;Hans Schüpbach;© Fachbereich Kulturgüterschutz, BABS;
01317;0011;J. Bernhardt;© Kt. Denkmalpflege Bern;
01317;0012;J. Bernhardt;© Kt. Denkmalpflege Bern;
01317;0013;F. Hauswirth;© Kt. Denkmalpflege Bern;
01317;0016;J. Bernhardt;© Kt. Denkmalpflege Bern;
01319;0004;HPW;© Kt. Denkmalpflege Bern;
01319;0005;G. Howald;© Kt. Denkmalpflege Bern;
01319;0006;G. Howald;© Kt. Denkmalpflege Bern;
01319;0007;G. Howald;© Kt. Denkmalpflege Bern;
01320;0008;KDB Oberland;© Kt. Denkmalpflege Bern;
01320;0009;F. Holzer HBA;© Kt. Denkmalpflege Bern;
01320;0010;F. Hauswirth;© Kt. Denkmalpflege Bern;
01320;0011;F. Hauswirth;© Kt. Denkmalpflege Bern;
01320;0012;;© Kt. Denkmalpflege Bern;
01327;0002;J. Gfeller;© Kt. Denkmalpflege Bern;
01327;0004;J. Gfeller;© Kt. Denkmalpflege Bern;
01327;0008;J. Gfeller;© Kt. Denkmalpflege Bern;
01327;0009;J. Gfeller;© Kt. Denkmalpflege Bern;
01327;0011;J. Gfeller;© Kt. Denkmalpflege Bern;
01327;0012;J. Gfeller;© Kt. Denkmalpflege Bern;
01327;0014;J. Gfeller;© Kt. Denkmalpflege Bern;
01330;0002;Bauinventar;© Kt. Denkmalpflege Bern;
01330;0003;Bauinventar;© Kt. Denkmalpflege Bern;
01330;0005;Bauinventar;© Kt. Denkmalpflege Bern;
01330;0006;Bauinventar;© Kt. Denkmalpflege Bern;
01333;0006;G. Howald;© Kt. Denkmalpflege Bern;
01333;0007;G. Howald;© Kt. Denkmalpflege Bern;
01333;0008;G. Howald;© Kt. Denkmalpflege Bern;
01333;0010;G. Howald;© Kt. Denkmalpflege Bern;
01337;0006;;© Kt. Denkmalpflege Bern;
01337;0011;H. von Fischer;© Kt. Denkmalpflege Bern;
01337;0012;H. von Fischer;© Kt. Denkmalpflege Bern;
01337;0014;H. von Fischer;© Kt. Denkmalpflege Bern;
01337;0016;H. von Fischer;© Kt. Denkmalpflege Bern;
01337;0017;H. von Fischer;© Kt. Denkmalpflege Bern;
01347;0002;;© Büro ADB;
01347;0003;;© Büro ADB;
01347;0004;;© Büro ADB;
01347;0005;;© Büro ADB;
01347;0006;;© Büro ADB;
01347;0007;;© Büro ADB;
01352;0009;J. Schweizer;© Kt. Denkmalpflege Bern;
01352;0010;M. Hesse;© Kt. Denkmalpflege Bern;
01352;0018;H. von Fischer;© Kt. Denkmalpflege Bern;
01352;0023;J. Gfeller;© Kt. Denkmalpflege Bern;
01354;0002;Kronenberg;© Kt. Denkmalpflege Bern;
01354;0004;;© Kt. Denkmalpflege Bern;
01354;0005;;© Kt. Denkmalpflege Bern;
01354;0006;G. Howald;© Kt. Denkmalpflege Bern;
01354;0008;G. Howald;© Kt. Denkmalpflege Bern;
01354;0009;G. Howald;© Kt. Denkmalpflege Bern;
01358;0005;;© Kt. Denkmalpflege Bern;
01358;0006;;© Kt. Denkmalpflege Bern;
01358;0008;;© Kt. Denkmalpflege Bern;
01360;0002;;© Kt. Denkmalpflege Bern;
01360;0004;G. Howald;© Kt. Denkmalpflege Bern;
01360;0005;G. Howald;© Kt. Denkmalpflege Bern;
01360;0009;G. Howald;© Kt. Denkmalpflege Bern;
01360;0010;;© Kt. Denkmalpflege Bern;
01364;0001;H. von Fischer;© Kt. Denkmalpflege Bern;
01364;0004;Hofweber;© Kt. Denkmalpflege Bern;
01364;0005;Hofweber;© Kt. Denkmalpflege Bern;
01364;0006;H von Fischer;© Kt. Denkmalpflege Bern;
01364;0008;J. Gfeller;© Kt. Denkmalpflege Bern;
01367;0004;H. Heiniger;© Kt. Denkmalpflege Bern;
01367;0009;P. Friedli;© Kt. Denkmalpflege Bern;
01367;0014;BOP;© Kt. Denkmalpflege Bern;
01367;0015;J. Schweizer;© Kt. Denkmalpflege Bern;
01367;0017;G. Howald;© Kt. Denkmalpflege Bern;
01367;0021;;© Kt. Denkmalpflege Bern;
01383;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01383;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01383;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01383;0018;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01383;0019;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01383;0020;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01383;0021;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01383;0022;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01383;0023;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01383;0024;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01384;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01384;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01384;0011;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01384;0012;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01384;0013;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01384;0014;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01384;0015;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01384;0016;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01384;0017;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01384;0018;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01384;0019;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01386;0017;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01388;0002;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01391;0001;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01391;0002;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01391;0003;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01391;0004;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01391;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01391;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01391;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01393;0001;;© Hochbauamt BL;
01393;0003;;© Hochbauamt BL;
01393;0004;;© Hochbauamt BL;
01401;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01401;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01401;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01401;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01401;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01401;0011;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01401;0012;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01401;0014;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01401;0015;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01403;0004;Th. Bitterli;;
01403;0005;Th. Bitterli;;
01403;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01403;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01403;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01415;0004;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01415;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01415;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01415;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01415;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01418;0002;;© Archiv Bauernhausforschung Zug;
01418;0003;;© Archiv Bauernhausforschung Zug;
01418;0004;;© Archiv Bauernhausforschung Zug;
01420;0003;Th. Bitterli;;
01420;0004;Th. Bitterli;;
01420;0005;Th. Bitterli;;
01420;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01420;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01420;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01420;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01440;0001;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01447;0001;;© Denkmalpflege BL;
01447;0003;;© Denkmalpflege BL;
01447;0005;;© Denkmalpflege BL;
01447;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01473;0002;;© Denkmalpflege BL;
01473;0003;;© Denkmalpflege BL;
01473;0004;;© Denkmalpflege BL;
01475;0001;;© Denkmalpflege BL;
01478;0001;;© Denkmalpflege BL;
01478;0005;;© Denkmalpflege BL;
01478;0008;;© Denkmalpflege BL;
01478;0010;;© Denkmalpflege BL;
01484;0001;;© Denkmalpflege BL;
01484;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01484;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01485;0001;;© Denkmalpflege BL;
01485;0002;;© Denkmalpflege BL;
01485;0005;;© Denkmalpflege BL;
01494;0003;;© Denkmalpflege BL;
01494;0005;;© Denkmalpflege BL;
01494;0006;;© Denkmalpflege BL;
01494;0011;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01494;0012;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01494;0013;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01494;0014;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01495;0001;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01495;0002;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01495;0003;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01495;0004;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01495;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01499;0001;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01499;0002;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01499;0003;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01523;0004;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01523;0005;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01523;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01523;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01523;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01523;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01524;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01524;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01529;0001;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01551;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01551;0011;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01556;0001;;© Kt. Denkmalpflege Basel-Stadt;
01556;0004;;© Kt. Denkmalpflege Basel-Stadt;
01556;0005;;© Kt. Denkmalpflege Basel-Stadt;
01558;0001;;© Kt. Denkmalpflege Basel-Stadt;
01559;0001;;© Kt. Denkmalpflege Basel-Stadt;
01559;0002;;© Kt. Denkmalpflege Basel-Stadt;
01559;0003;;© Kt. Denkmalpflege Basel-Stadt;
01560;0001;;© Kt. Denkmalpflege Basel-Stadt;
01560;0004;;© Kt. Denkmalpflege Basel-Stadt;
01560;0005;;© Kt. Denkmalpflege Basel-Stadt;
01560;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01561;0001;;© Kt. Denkmalpflege Basel-Stadt;
01561;0003;;© Kt. Denkmalpflege Basel-Stadt;
01561;0004;;© Kt. Denkmalpflege Basel-Stadt;
01561;0005;;© Kt. Denkmalpflege Basel-Stadt;
01562;0001;;© Kt. Denkmalpflege Basel-Stadt;
01562;0002;;© Kt. Denkmalpflege Basel-Stadt;
01562;0003;;© Kt. Denkmalpflege Basel-Stadt;
01562;0004;;© Kt. Denkmalpflege Basel-Stadt;
01563;0001;;© Kt. Denkmalpflege Basel-Stadt;
01563;0002;;© Kt. Denkmalpflege Basel-Stadt;
01563;0003;;© Kt. Denkmalpflege Basel-Stadt;
01564;0001;;© Büro ADB;
01564;0002;;© Büro ADB;
01564;0003;;© Büro ADB;
01564;0004;;© Büro ADB;
01565;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01566;0001;;© Kt. Denkmalpflege Basel-Stadt;
01566;0002;;© Kt. Denkmalpflege Basel-Stadt;
01566;0003;;© Kt. Denkmalpflege Basel-Stadt;
01567;0001;;© Kt. Denkmalpflege Basel-Stadt;
01567;0002;;© Kt. Denkmalpflege Basel-Stadt;
01567;0003;;© Kt. Denkmalpflege Basel-Stadt;
01567;0004;;© Kt. Denkmalpflege Basel-Stadt;
01568;0001;;© Kt. Denkmalpflege Basel-Stadt;
01568;0002;;© Kt. Denkmalpflege Basel-Stadt;
01571;0001;;© Kt. Denkmalpflege Basel-Stadt;
01575;0001;;© Kt. Denkmalpflege Basel-Stadt;
01575;0005;;© Kt. Denkmalpflege Basel-Stadt;
01575;0006;;© Kt. Denkmalpflege Basel-Stadt;
01575;0007;;© Kt. Denkmalpflege Basel-Stadt;
01579;0002;;© Kt. Denkmalpflege Basel-Stadt;
01579;0004;;© Kt. Denkmalpflege Basel-Stadt;
01579;0005;;© Kt. Denkmalpflege Basel-Stadt;
01579;0006;;© Kt. Denkmalpflege Basel-Stadt;
01579;0007;;© Kt. Denkmalpflege Basel-Stadt;
01580;0001;;© Kt. Denkmalpflege Basel-Stadt;
01580;0003;;© Kt. Denkmalpflege Basel-Stadt;
01580;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01580;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01582;0003;;© Kt. Denkmalpflege Basel-Stadt;
01582;0004;;© Kt. Denkmalpflege Basel-Stadt;
01582;0005;;© Kt. Denkmalpflege Basel-Stadt;
01582;0006;;© Kt. Denkmalpflege Basel-Stadt;
01585;0001;;© Büro ADB;
01585;0002;;© Büro ADB;
01585;0003;;© Büro ADB;
01587;0004;;© Kt. Denkmalpflege Basel-Stadt;
01587;0006;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01587;0007;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01588;0001;;© Kt. Denkmalpflege Basel-Stadt;
01588;0003;;© Kt. Denkmalpflege Basel-Stadt;
01588;0007;Stephan Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
01588;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01588;0009;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01588;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01588;0011;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01588;0012;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01591;0001;;© Büro ADB;
01591;0002;;© Büro ADB;
01591;0003;;© Büro ADB;
01592;0007;Stephan Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
01592;0008;Stephan Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
01592;0009;Stephan Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
01592;0010;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01592;0011;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01592;0012;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01592;0013;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01592;0014;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01593;0002;;© Kt. Denkmalpflege Basel-Stadt;
01593;0003;;© Kt. Denkmalpflege Basel-Stadt;
01593;0004;;© Kt. Denkmalpflege Basel-Stadt;
01594;0001;;© Kt. Denkmalpflege Basel-Stadt;
01594;0003;;© Kt. Denkmalpflege Basel-Stadt;
01594;0004;;© Kt. Denkmalpflege Basel-Stadt;
01594;0005;;© Kt. Denkmalpflege Basel-Stadt;
01594;0006;;© Kt. Denkmalpflege Basel-Stadt;
01595;0001;;© Kt. Denkmalpflege Basel-Stadt;
01595;0002;;© Kt. Denkmalpflege Basel-Stadt;
01595;0003;;© Kt. Denkmalpflege Basel-Stadt;
01595;0005;;© Kt. Denkmalpflege Basel-Stadt;
01595;0008;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01596;0001;;© Kt. Denkmalpflege Basel-Stadt;
01596;0002;;© Kt. Denkmalpflege Basel-Stadt;
01596;0003;;© Kt. Denkmalpflege Basel-Stadt;
01596;0004;;© Kt. Denkmalpflege Basel-Stadt;
01596;0013;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01596;0014;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01597;0001;;© Kt. Denkmalpflege Basel-Stadt;
01597;0002;;© Kt. Denkmalpflege Basel-Stadt;
01597;0006;;© Kt. Denkmalpflege Basel-Stadt;
01597;0007;;© Kt. Denkmalpflege Basel-Stadt;
01597;0041;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01597;0043;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01597;0046;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01597;0047;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01597;0048;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01597;0052;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01597;0053;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01597;0059;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01597;0060;Roland Zumbühl, Arlesheim;© www.picswiss.ch;
01598;0003;;© Kt. Denkmalpflege Basel-Stadt;
01598;0005;;© Kt. Denkmalpflege Basel-Stadt;
01598;0006;;© Kt. Denkmalpflege Basel-Stadt;
01598;0011;Stephan Zellmeyer;© Fachbereich Kulturgüterschutz, BABS;
